PRODUCE,COST PER POUND,POUNDS SOLD
Grapes,2.63,24.1
Orange,1.09,10.5
Lemon,1.29,10.5
Brussels sprouts,1.65,3.2
Apricots,3.71,33.1
Eggplant,2.32,24.3
Beets,1.51,19.7
Apples,1.88,30.4
Carrots,1.26,23.1
Apricots,3.71,11.9
Okra,2.26,4.6
Lemon,1.29,30
Red onion,0.78,10.3
Kale,5.02,31
Watermelon,0.66,6
Fava beans,2.69,28.4
Lemon,1.29,30.2
Carrots,1.26,27.2
Eggplant,2.32,2.8
Coconuts,1.18,36.6
Asparagus,2.49,29.6
Tomatoes,3.16,26.3
Garlic,1.19,19.1
Apples,1.88,39.4
Bok choy,1.42,6.8
Strawberries,4.4,5.7
Strawberries,4.4,24.2
Yellow peppers,2.87,36.4
Ginger,5.13,27.2
Lemon,1.29,13.2
Green peppers,1.89,30.2
Yellow peppers,2.87,0.6
Spinach,4.12,5.8
Eggplant,2.32,15.1
Tomatoes,3.16,24.1
Lemon,1.29,24.7
Butternut squash,1.28,23
Bananas,0.86,12.3
Celery,3.07,23.1
Kale,5.02,23.8
Asparagus,2.49,16.1
Okra,2.26,10.2
Yellow peppers,2.87,11.6
Asparagus,2.49,11.6
Ginger,5.13,4.8
Beets,1.51,26.6
Lemon,1.29,21.3
Garlic,1.19,37.8
Coconuts,1.18,36.4
Celery,3.07,15.3
Beets,1.51,4
Fava beans,2.69,19.3
Asparagus,2.49,1.6
Daikon,1.4,34.9
Apples,1.88,3.6
Okra,2.26,2.7
Butternut squash,1.28,1.5
Green cabbage,0.8,11.5
Lime,1.06,13.2
Papaya,1.34,32.2
Grapefruit,0.76,5.4
Lettuce,1.88,23.5
Green peppers,1.89,22
Kale,5.02,29.7
Ginger,5.13,10.2
Grapes,2.63,13.1
Corn,1.07,27.5
Lettuce,1.88,27.7
Kale,5.02,31.6
Garlic,1.19,31.3
Bok choy,1.42,27.2
Red onion,0.78,25.8
Apples,1.88,3.8
Papaya,1.34,25.8
Grapes,2.63,11.4
Celery,3.07,39.1
Okra,2.26,29.2
Celery,3.07,15.6
Apricots,3.71,14.6
Yellow peppers,2.87,25.2
Spinach,4.12,23.6
Grapefruit,0.76,39.8
Spinach,4.12,11.5
Okra,2.26,10.5
Corn,1.07,15.8
Bok choy,1.42,15.5
Beets,1.51,28.2
Green cabbage,0.8,8.7
Potatoes,0.86,27.4
Okra,2.26,36.3
Bok choy,1.42,20.8
Watermelon,0.66,15
Lettuce,1.88,29.2
Corn,1.07,4.2
Ginger,5.13,27.4
Parsnips,2.27,37.8
Celery,3.07,33.4
Coconuts,1.18,10.1
Lime,1.06,23.8
Red onion,0.78,30
Red onion,0.78,9
Corn,1.07,38
Grapefruit,0.76,18.8
Ginger,5.13,9.5
Celery,3.07,21.9
Spinach,4.12,14.8
Cucumber,1.07,30.9
Corn,1.07,35.8
Potatoes,0.86,4.7
Green peppers,1.89,26
Grapefruit,0.76,30.1
Green cabbage,0.8,14.8
Avocados,3.23,39.4
Green peppers,1.89,32.6
Tomatoes,3.16,29.9
Papaya,1.34,23.1
Okra,2.26,12.5
Kale,5.02,38.4
Grapes,2.63,24.6
Potatoes,0.86,27.3
Yellow peppers,2.87,27.7
Watermelon,0.66,9.2
Strawberries,4.4,22
Ginger,5.13,4.4
Butternut squash,1.28,7.5
Parsnips,2.27,8.5
Green cabbage,0.8,26.8
Cucumber,1.07,27.3
Green cabbage,0.8,19.9
Apricots,3.71,24.7
Brussels sprouts,1.65,11.4
Parsnips,2.27,3.5
Coconuts,1.18,3.4
Potatoes,0.86,9
Papaya,1.34,8.7
Green cabbage,0.8,6
Avocados,3.23,13
Asparagus,2.49,27.6
Spinach,4.12,33.2
Green peppers,1.89,28.6
Grapes,2.63,19.1
Daikon,1.4,15.5
Lettuce,1.88,21.8
Bananas,0.86,30.9
Strawberries,4.4,38.1
Avocados,3.23,33.7
Carrots,1.26,18.6
Avocados,3.23,28.9
Asparagus,2.49,12
Garlic,1.19,15
Red onion,0.78,34.6
Grapes,2.63,34.2
Grapes,2.63,8.6
Eggplant,2.32,11.1
Ginger,5.13,28
Cherries,9.5,5.6
Parsnips,2.27,20.7
Okra,2.26,31
Okra,2.26,39.5
Lettuce,1.88,19.4
Garlic,1.19,16.8
Coconuts,1.18,1.6
Apricots,3.71,30.9
Lemon,1.29,23.9
Daikon,1.4,14.8
Butternut squash,1.28,32.1
Green peppers,1.89,36
Eggplant,2.32,37.3
Papaya,1.34,32.4
Beets,1.51,28.1
Coconuts,1.18,19.8
Apricots,3.71,3.1
Orange,1.09,1.2
Parsnips,2.27,0.8
Parsnips,2.27,33.3
Brussels sprouts,1.65,29.4
Bananas,0.86,28.1
Tomatoes,3.16,25.4
Cherries,9.5,30
Cucumber,1.07,29.1
Daikon,1.4,2.6
Green beans,2.52,32.7
Brussels sprouts,1.65,6.7
Eggplant,2.32,5.1
Apricots,3.71,27.7
Papaya,1.34,11.5
Apples,1.88,6.2
Parsnips,2.27,24.8
Garlic,1.19,34.2
Green beans,2.52,28.7
Corn,1.07,36.1
Apples,1.88,35.3
Carrots,1.26,5.8
Fava beans,2.69,29.2
Daikon,1.4,17.8
Orange,1.09,19.9
Ginger,5.13,36.4
Okra,2.26,5.8
Green peppers,1.89,18.9
Spinach,4.12,37.4
Butternut squash,1.28,38
Bok choy,1.42,0.5
Red onion,0.78,13.6
Strawberries,4.4,2.7
Grapefruit,0.76,15.1
Green cabbage,0.8,13.7
Brussels sprouts,1.65,18.7
Carrots,1.26,0.7
Celery,3.07,5.3
Tomatoes,3.16,26.9
Butternut squash,1.28,3.9
Yellow peppers,2.87,7.2
Yellow peppers,2.87,23.7
Grapefruit,0.76,0.8
Grapefruit,0.76,10.2
Grapefruit,0.76,17.3
Lime,1.06,36.2
Ginger,5.13,28.3
Orange,1.09,23.3
Eggplant,2.32,32.2
Lettuce,1.88,33.4
Watermelon,0.66,32.7
Brussels sprouts,1.65,22.1
Beets,1.51,21.7
Orange,1.09,27.6
Asparagus,2.49,17.3
Red onion,0.78,7.8
Brussels sprouts,1.65,8.1
Cucumber,1.07,32.1
Green peppers,1.89,13.5
Grapefruit,0.76,29.5
Watermelon,0.66,14
Corn,1.07,7.6
Yellow peppers,2.87,31.2
Yellow peppers,2.87,25.1
Celery,3.07,15.8
Celery,3.07,39.7
Spinach,4.12,19.2
Red onion,0.78,9.3
Eggplant,2.32,25.5
Corn,1.07,38.9
Beets,1.51,4.4
Garlic,1.19,33.3
Asparagus,2.49,26.5
Kale,5.02,11
Okra,2.26,18.4
Eggplant,2.32,6.5
Lime,1.06,23.8
Okra,2.26,13.7
Tomatoes,3.16,36.6
Papaya,1.34,36.7
Butternut squash,1.28,20.6
Garlic,1.19,27
Strawberries,4.4,10.2
Lime,1.06,37
Green peppers,1.89,30.4
Carrots,1.26,6.1
Ginger,5.13,39.6
Spinach,4.12,12.2
Avocados,3.23,39.7
Papaya,1.34,39.1
Strawberries,4.4,7.2
Grapes,2.63,7.7
Kale,5.02,10.5
Lime,1.06,17.3
Cherries,9.5,33.6
Watermelon,0.66,10.9
Apricots,3.71,32.3
Kale,5.02,16
Avocados,3.23,27.9
Coconuts,1.18,37.9
Corn,1.07,30.1
Coconuts,1.18,4.3
Orange,1.09,5.8
Brussels sprouts,1.65,37.6
Spinach,4.12,32.3
Fava beans,2.69,25.8
Watermelon,0.66,32.1
Lemon,1.29,7.5
Green peppers,1.89,5.9
Lemon,1.29,10.1
Ginger,5.13,36
Coconuts,1.18,2.5
Fava beans,2.69,33.3
Beets,1.51,22.7
Okra,2.26,17.6
Fava beans,2.69,11.1
Lettuce,1.88,26.8
Asparagus,2.49,39.8
Eggplant,2.32,38.4
Cherries,9.5,25.8
Bok choy,1.42,27.7
Beets,1.51,34.6
Brussels sprouts,1.65,13.4
Asparagus,2.49,28.9
Parsnips,2.27,11.4
Orange,1.09,15.9
Lime,1.06,9.4
Potatoes,0.86,27.7
Asparagus,2.49,20.5
Ginger,5.13,16.3
Tomatoes,3.16,13.6
Yellow peppers,2.87,7.7
Watermelon,0.66,24
Celery,3.07,33.4
Daikon,1.4,3.9
Cucumber,1.07,9.1
Asparagus,2.49,20.9
Butternut squash,1.28,14.2
Daikon,1.4,12.1
Potatoes,0.86,34.9
Beets,1.51,13.7
Green cabbage,0.8,33.5
Red onion,0.78,33.7
Daikon,1.4,27.5
Grapes,2.63,30.7
Green beans,2.52,19.7
Brussels sprouts,1.65,9.8
Grapes,2.63,4.5
Lime,1.06,27.6
Strawberries,4.4,13.8
Green beans,2.52,36.2
Eggplant,2.32,27.3
Parsnips,2.27,16.5
Bok choy,1.42,6.7
Fava beans,2.69,0.8
Spinach,4.12,36.7
Papaya,1.34,18.3
Carrots,1.26,21.1
Bananas,0.86,29.9
Lettuce,1.88,34
Apricots,3.71,17.5
Green peppers,1.89,9.1
Cherries,9.5,12.6
Watermelon,0.66,14.1
Cucumber,1.07,24.9
Lime,1.06,16.6
Lime,1.06,23.4
Celery,3.07,27.8
Corn,1.07,12.1
Kale,5.02,39.5
Fava beans,2.69,36.1
Lettuce,1.88,17.9
Fava beans,2.69,22.9
Bok choy,1.42,17.6
Orange,1.09,3.7
Tomatoes,3.16,4
Spinach,4.12,7.7
Potatoes,0.86,16.4
Asparagus,2.49,17.8
Strawberries,4.4,28.2
Ginger,5.13,32.3
Papaya,1.34,30.2
Daikon,1.4,30.9
Red onion,0.78,40
Grapefruit,0.76,36.6
Corn,1.07,9.3
Butternut squash,1.28,23.9
Okra,2.26,31.6
Butternut squash,1.28,36.3
Asparagus,2.49,22.4
Watermelon,0.66,36.4
Lemon,1.29,12.6
Apricots,3.71,21.5
Carrots,1.26,5.6
Garlic,1.19,12.6
Cherries,9.5,32.1
Green beans,2.52,9.2
Asparagus,2.49,22.8
Bok choy,1.42,17.9
Beets,1.51,16
Cherries,9.5,31.3
Grapefruit,0.76,11.1
Green cabbage,0.8,31.1
Fava beans,2.69,35.4
Apricots,3.71,13.1
Papaya,1.34,1.3
Garlic,1.19,11.7
Celery,3.07,0.9
Asparagus,2.49,23.6
Lettuce,1.88,15.6
Asparagus,2.49,6.2
Apples,1.88,25.5
Apricots,3.71,38.9
Carrots,1.26,25.1
Lettuce,1.88,9.8
Red onion,0.78,11.3
Corn,1.07,9.9
Daikon,1.4,37.8
Beets,1.51,31.1
Fava beans,2.69,21.3
Daikon,1.4,10.5
Avocados,3.23,22.6
Tomatoes,3.16,16.8
Red onion,0.78,23.4
Ginger,5.13,4.3
Strawberries,4.4,31.3
Green beans,2.52,19.7
Lettuce,1.88,29
Green peppers,1.89,15
Avocados,3.23,22
Okra,2.26,8.1
Celery,3.07,31.7
Strawberries,4.4,4.1
Fava beans,2.69,25.3
Avocados,3.23,22.9
Daikon,1.4,31.9
Tomatoes,3.16,38.2
Grapefruit,0.76,15.4
Coconuts,1.18,5.9
Apples,1.88,5.3
Lemon,1.29,22
Green peppers,1.89,29.2
Avocados,3.23,33
Red onion,0.78,37.2
Tomatoes,3.16,17.3
Beets,1.51,4.7
Eggplant,2.32,3.1
Lettuce,1.88,9.1
Okra,2.26,14.9
Daikon,1.4,29.1
Lime,1.06,16.2
Avocados,3.23,13.6
Brussels sprouts,1.65,23.1
Garlic,1.19,29.3
Spinach,4.12,33.1
Bananas,0.86,24.2
Papaya,1.34,27.7
Grapes,2.63,32.4
Lemon,1.29,7.8
Bananas,0.86,12.1
Corn,1.07,8.1
Tomatoes,3.16,30.3
Eggplant,2.32,31.6
Lemon,1.29,29.2
Eggplant,2.32,20.8
Bok choy,1.42,4.4
Papaya,1.34,9.2
Daikon,1.4,31.1
Lemon,1.29,26.6
Spinach,4.12,10.1
Lettuce,1.88,2.3
Avocados,3.23,31.8
Avocados,3.23,6.7
Beets,1.51,14.3
Yellow peppers,2.87,8.3
Kale,5.02,19.5
Grapes,2.63,8.2
Corn,1.07,20.3
Cucumber,1.07,34.4
Beets,1.51,25.6
Potatoes,0.86,32.4
Spinach,4.12,35.3
Ginger,5.13,20.4
Papaya,1.34,16.2
Watermelon,0.66,22
Yellow peppers,2.87,4.9
Daikon,1.4,37.7
Watermelon,0.66,29
Red onion,0.78,16.5
Yellow peppers,2.87,37.2
Strawberries,4.4,7.4
Potatoes,0.86,30.9
Apples,1.88,28.9
Garlic,1.19,34.4
Daikon,1.4,1.9
Lime,1.06,21.4
Coconuts,1.18,0.8
Corn,1.07,17
Tomatoes,3.16,13.2
Yellow peppers,2.87,1.2
Apples,1.88,11.8
Okra,2.26,25.2
Bok choy,1.42,3.8
Ginger,5.13,10.5
Coconuts,1.18,30.5
Strawberries,4.4,21.5
Fava beans,2.69,31.2
Okra,2.26,28
Lemon,1.29,18.5
Green beans,2.52,23
Bananas,0.86,9.4
Orange,1.09,29.3
Butternut squash,1.28,9.1
Spinach,4.12,32.4
Strawberries,4.4,17.2
Corn,1.07,22.3
Red onion,0.78,39.6
Carrots,1.26,17.9
Grapefruit,0.76,7.5
Corn,1.07,26.9
Corn,1.07,37.7
Lemon,1.29,33.8
Daikon,1.4,37.2
Eggplant,2.32,35.3
Orange,1.09,37.9
Green peppers,1.89,20.3
Apples,1.88,15.2
Cucumber,1.07,35.9
Grapes,2.63,3
Corn,1.07,34.3
Asparagus,2.49,33
Grapes,2.63,36.6
Celery,3.07,1.4
Potatoes,0.86,36.4
Lemon,1.29,19
Green beans,2.52,34.8
Lettuce,1.88,18.6
Red onion,0.78,29.6
Lemon,1.29,32.5
Apricots,3.71,20.4
Watermelon,0.66,4.5
Okra,2.26,35.7
Corn,1.07,10.6
Green peppers,1.89,30.7
Apples,1.88,31.2
Carrots,1.26,11
Lemon,1.29,17.8
Coconuts,1.18,15.6
Brussels sprouts,1.65,30.3
Orange,1.09,28.8
Apples,1.88,24.9
Corn,1.07,36.3
Avocados,3.23,32.9
Lime,1.06,14.1
Ginger,5.13,13.5
Grapefruit,0.76,28.6
Green peppers,1.89,17.1
Eggplant,2.32,3.7
Beets,1.51,36.3
Avocados,3.23,33.2
Lettuce,1.88,4.9
Asparagus,2.49,25.2
Celery,3.07,15
Bananas,0.86,27.2
Kale,5.02,30.2
Cucumber,1.07,10.2
Watermelon,0.66,14.5
Potatoes,0.86,19.8
Cherries,9.5,6
Spinach,4.12,37.3
Garlic,1.19,19.5
Lemon,1.29,13.4
Cucumber,1.07,14.3
Butternut squash,1.28,12
Tomatoes,3.16,2.2
Grapefruit,0.76,25.2
Garlic,1.19,24.5
Asparagus,2.49,35.3
Apricots,3.71,20.3
Spinach,4.12,16.6
Bananas,0.86,6.2
Strawberries,4.4,6.9
Tomatoes,3.16,33.4
Apricots,3.71,21.4
Tomatoes,3.16,7.6
Spinach,4.12,27.8
Cucumber,1.07,10.9
Garlic,1.19,6.1
Garlic,1.19,17.1
Garlic,1.19,21.9
Papaya,1.34,31.2
Tomatoes,3.16,10.9
Coconuts,1.18,22.5
Bok choy,1.42,17.5
Orange,1.09,13.1
Eggplant,2.32,17.4
Potatoes,0.86,31.9
Grapefruit,0.76,7.9
Lime,1.06,0.5
Orange,1.09,20.9
Bananas,0.86,16.5
Orange,1.09,33.2
Green peppers,1.89,13.7
Tomatoes,3.16,8
Lemon,1.29,34.4
Asparagus,2.49,15.1
Papaya,1.34,14.4
Lettuce,1.88,25
Watermelon,0.66,32.7
Okra,2.26,19.8
Lemon,1.29,26.6
Garlic,1.19,29.6
Watermelon,0.66,5.7
Avocados,3.23,29
Apricots,3.71,6.7
Cherries,9.5,10
Daikon,1.4,19.6
Strawberries,4.4,30.4
Orange,1.09,10.7
Brussels sprouts,1.65,23.4
Coconuts,1.18,20
Cherries,9.5,34.8
Green peppers,1.89,36.1
Red onion,0.78,33.2
Yellow peppers,2.87,33
Cherries,9.5,11.1
Parsnips,2.27,6.6
Brussels sprouts,1.65,36.1
Bok choy,1.42,26.1
Fava beans,2.69,27.7
Avocados,3.23,23
Daikon,1.4,28
Kale,5.02,37.9
Apricots,3.71,12.9
Lettuce,1.88,10.3
Corn,1.07,9.6
Corn,1.07,25.5
Apples,1.88,17.1
Tomatoes,3.16,31.8
Lemon,1.29,25.6
Lime,1.06,9.2
Watermelon,0.66,1.1
Yellow peppers,2.87,30.6
Green peppers,1.89,2.3
Butternut squash,1.28,21.8
Kale,5.02,36
Spinach,4.12,34.6
Kale,5.02,11.1
Green peppers,1.89,24.9
Butternut squash,1.28,5.3
Lemon,1.29,22.4
Cherries,9.5,34.8
Daikon,1.4,16.3
Grapes,2.63,19.4
Fava beans,2.69,1.6
Apricots,3.71,17
Apricots,3.71,22.6
Cherries,9.5,33.3
Celery,3.07,1.1
Potatoes,0.86,31.2
Kale,5.02,34.1
Daikon,1.4,14.5
Ginger,5.13,17.3
Lime,1.06,35.4
Yellow peppers,2.87,34.5
Strawberries,4.4,10.3
Green beans,2.52,32.8
Lime,1.06,22
Okra,2.26,22.4
Orange,1.09,9
Daikon,1.4,34.9
Green peppers,1.89,1.9
Tomatoes,3.16,36.9
Potatoes,0.86,10.6
Corn,1.07,3.9
Celery,3.07,27.8
Avocados,3.23,14.8
Bananas,0.86,15.3
Okra,2.26,35.4
Yellow peppers,2.87,17.5
Ginger,5.13,27.3
Red onion,0.78,24.9
Okra,2.26,34.8
Lettuce,1.88,4.2
Bananas,0.86,27.9
Avocados,3.23,6.2
Coconuts,1.18,31.1
Tomatoes,3.16,2.8
Red onion,0.78,32.8
Cherries,9.5,4
Apricots,3.71,14.7
Lettuce,1.88,11.4
Celery,3.07,14.9
Fava beans,2.69,3.4
Grapefruit,0.76,0.9
Spinach,4.12,4.1
Green beans,2.52,8.7
Watermelon,0.66,32.3
Grapefruit,0.76,37.4
Asparagus,2.49,13.1
Lettuce,1.88,0.9
Green beans,2.52,27.3
Okra,2.26,18.9
Okra,2.26,25.4
Lemon,1.29,33.2
Orange,1.09,10.3
Butternut squash,1.28,17.4
Kale,5.02,38.9
Bok choy,1.42,14
Eggplant,2.32,1.1
Apricots,3.71,1.6
Apples,1.88,36.4
Grapefruit,0.76,7.3
Asparagus,2.49,23.8
Apricots,3.71,18.8
Lemon,1.29,11.1
Yellow peppers,2.87,34
Eggplant,2.32,22.2
Tomatoes,3.16,1.9
Corn,1.07,6.4
Green peppers,1.89,36.9
Apricots,3.71,17.2
Green beans,2.52,10.6
Celery,3.07,7.2
Potatoes,0.86,32
Parsnips,2.27,36.5
Lettuce,1.88,13.3
Green cabbage,0.8,22
Grapefruit,0.76,3.8
Avocados,3.23,8.1
Orange,1.09,13.3
Green peppers,1.89,38.2
Lime,1.06,20.9
Butternut squash,1.28,27.7
Strawberries,4.4,32.6
Corn,1.07,9.5
Potatoes,0.86,35.7
Okra,2.26,2.1
Papaya,1.34,6.5
Red onion,0.78,27.5
Yellow peppers,2.87,22.2
Fava beans,2.69,30.5
Okra,2.26,3.4
Watermelon,0.66,28.8
Eggplant,2.32,30.5
Apples,1.88,34.9
Carrots,1.26,20.8
Lime,1.06,7.4
Papaya,1.34,38.9
Avocados,3.23,17.2
Green beans,2.52,7.5
Asparagus,2.49,6.3
Parsnips,2.27,10.9
Ginger,5.13,7.1
Okra,2.26,26.5
Lemon,1.29,29.4
Daikon,1.4,23.9
Garlic,1.19,25.8
Apricots,3.71,21.9
Okra,2.26,19.2
Lettuce,1.88,19.9
Green cabbage,0.8,23.8
Corn,1.07,28.6
Daikon,1.4,28.8
Butternut squash,1.28,19.8
Grapes,2.63,24.7
Green peppers,1.89,33
Lime,1.06,29.5
Lettuce,1.88,1.4
Avocados,3.23,21.4
Watermelon,0.66,8.8
Lemon,1.29,16.3
Lemon,1.29,1.6
Apples,1.88,18.8
Green peppers,1.89,21.2
Cherries,9.5,2.9
Grapes,2.63,17.3
Grapes,2.63,30.4
Brussels sprouts,1.65,16.4
Carrots,1.26,22.7
Lettuce,1.88,9.9
Green cabbage,0.8,29.6
Bananas,0.86,18.2
Okra,2.26,36.9
Coconuts,1.18,27.2
Cherries,9.5,18.4
Apricots,3.71,8.8
Lemon,1.29,6.5
Ginger,5.13,8.9
Grapefruit,0.76,32.2
Carrots,1.26,23.8
Beets,1.51,25.9
Potatoes,0.86,38.6
Potatoes,0.86,31.7
Lemon,1.29,25.9
Lime,1.06,12.7
Watermelon,0.66,15.8
Avocados,3.23,10.9
Parsnips,2.27,40
Yellow peppers,2.87,18.3
Okra,2.26,33.2
Cucumber,1.07,15.1
Lettuce,1.88,20.3
Garlic,1.19,16.5
Grapefruit,0.76,31.7
Red onion,0.78,34.6
Kale,5.02,15.7
Grapes,2.63,10.2
Green cabbage,0.8,8.3
Kale,5.02,11.9
Lemon,1.29,28.4
Asparagus,2.49,7.8
Potatoes,0.86,18.9
Grapefruit,0.76,7.2
Orange,1.09,6.5
Carrots,1.26,10
Orange,1.09,37.4
Garlic,1.19,23.2
Papaya,1.34,21.6
Lemon,1.29,37.5
Corn,1.07,17.9
Cucumber,1.07,12.1
Apricots,3.71,16.2
Watermelon,0.66,28.5
Coconuts,1.18,18.9
Beets,1.51,20.1
Coconuts,1.18,38.2
Garlic,1.19,14
Coconuts,1.18,21.9
Celery,3.07,24.9
Daikon,1.4,15.3
Coconuts,1.18,18
Kale,5.02,9.7
Avocados,3.23,28.9
Potatoes,0.86,28.6
Apples,1.88,10.3
Cherries,9.5,30.6
Bok choy,1.42,38.5
Lime,1.06,7.7
Ginger,5.13,30.1
Parsnips,2.27,37.4
Spinach,4.12,10.7
Lime,1.06,7.6
Beets,1.51,1.5
Orange,1.09,1.4
Asparagus,2.49,39.6
Bananas,0.86,16.6
Red onion,0.78,5.7
Avocados,3.23,7.4
Parsnips,2.27,22.8
Spinach,4.12,35.8
Eggplant,2.32,0.7
Carrots,1.26,31.4
Brussels sprouts,1.65,29.7
Apricots,3.71,33.9
Asparagus,2.49,22.3
Tomatoes,3.16,8.3
Asparagus,2.49,4.4
Green cabbage,0.8,38.5
Yellow peppers,2.87,21.7
Butternut squash,1.28,38.7
Grapefruit,0.76,38.7
Papaya,1.34,1.3
Grapes,2.63,19.7
Orange,1.09,5.8
Butternut squash,1.28,7.6
Asparagus,2.49,23.2
Green peppers,1.89,16.7
Okra,2.26,16.7
Yellow peppers,2.87,1.5
Apples,1.88,17.4
Beets,1.51,11.3
Celery,3.07,38.3
Brussels sprouts,1.65,2.4
Cherries,9.5,8.5
Cucumber,1.07,39.1
Coconuts,1.18,2
Butternut squash,1.28,16.8
Tomatoes,3.16,4
Asparagus,2.49,19.9
Bok choy,1.42,10.7
Eggplant,2.32,5.3
Grapes,2.63,5.1
Garlic,1.19,19.8
Beets,1.51,18.6
Grapefruit,0.76,19.6
Bok choy,1.42,6.5
Fava beans,2.69,37.1
Lettuce,1.88,24.8
Brussels sprouts,1.65,17
Grapefruit,0.76,2.7
Bananas,0.86,33.7
Parsnips,2.27,13
Grapes,2.63,33.8
Green cabbage,0.8,16.9
Orange,1.09,11.1
Apples,1.88,5
Ginger,5.13,31.6
Parsnips,2.27,33.8
Yellow peppers,2.87,23.2
Asparagus,2.49,0.7
Green peppers,1.89,21.3
Apricots,3.71,20.2
Lettuce,1.88,7
Lemon,1.29,33.2
Celery,3.07,14.8
Lime,1.06,33.9
Orange,1.09,34.5
Cucumber,1.07,1.6
Asparagus,2.49,0.9
Yellow peppers,2.87,34.8
Green beans,2.52,1.6
Asparagus,2.49,2.5
Avocados,3.23,18.7
Green beans,2.52,3
Green beans,2.52,10.4
Apples,1.88,4.2
Eggplant,2.32,11.8
Garlic,1.19,40
Orange,1.09,1.4
Lettuce,1.88,28.5
Lime,1.06,31.2
Butternut squash,1.28,1.1
Garlic,1.19,8
Avocados,3.23,33.7
Spinach,4.12,0.9
Parsnips,2.27,13.4
Green beans,2.52,37.2
Spinach,4.12,13.5
Green peppers,1.89,1.3
Apricots,3.71,37.1
Red onion,0.78,5.1
Carrots,1.26,23.8
Strawberries,4.4,15.4
Lemon,1.29,5.6
Cucumber,1.07,16.4
Papaya,1.34,28.6
Orange,1.09,21.3
Kale,5.02,35.3
Green beans,2.52,38.7
Beets,1.51,14.8
Butternut squash,1.28,29.5
Green peppers,1.89,28.9
Lettuce,1.88,31.3
Garlic,1.19,27.9
Carrots,1.26,23.4
Cherries,9.5,35.7
Corn,1.07,25.7
Avocados,3.23,12
Fava beans,2.69,27.1
Orange,1.09,34.2
Green peppers,1.89,17.7
Green cabbage,0.8,21.1
Brussels sprouts,1.65,16.6
Lemon,1.29,19.2
Ginger,5.13,22.1
Daikon,1.4,35.9
Cherries,9.5,2.2
Grapefruit,0.76,30.7
Spinach,4.12,28.2
Parsnips,2.27,15.2
Grapefruit,0.76,3.3
Apricots,3.71,32
Red onion,0.78,18.9
Lemon,1.29,22
Watermelon,0.66,7.2
Grapes,2.63,23.1
Corn,1.07,7.2
Apples,1.88,6.9
Lemon,1.29,1.9
Lettuce,1.88,37.7
Bananas,0.86,9
Watermelon,0.66,13.5
Green cabbage,0.8,16.2
Lettuce,1.88,16.2
Yellow peppers,2.87,36.5
Bananas,0.86,35.7
Yellow peppers,2.87,5.4
Fava beans,2.69,20.6
Strawberries,4.4,14.2
Orange,1.09,13.9
Spinach,4.12,21.1
Kale,5.02,22.2
Papaya,1.34,8.1
Avocados,3.23,37.4
Lime,1.06,38.7
Red onion,0.78,17.3
Red onion,0.78,21.6
Kale,5.02,4.4
Fava beans,2.69,20.8
Potatoes,0.86,22
Strawberries,4.4,1.5
Bok choy,1.42,4.7
Daikon,1.4,6.8
Avocados,3.23,18.4
Tomatoes,3.16,20
Eggplant,2.32,37.7
Lemon,1.29,1.3
Cucumber,1.07,31.7
Coconuts,1.18,14.4
Red onion,0.78,26.4
Green cabbage,0.8,11.5
Eggplant,2.32,7.1
Cherries,9.5,32.6
Yellow peppers,2.87,2.9
Celery,3.07,12.5
Apples,1.88,20.2
Carrots,1.26,37.4
Lime,1.06,27.1
Asparagus,2.49,25.9
Cucumber,1.07,3
Asparagus,2.49,5.3
Watermelon,0.66,21.5
Butternut squash,1.28,10.5
Cucumber,1.07,32.8
Parsnips,2.27,30.3
Okra,2.26,14.4
Kale,5.02,38.3
Bok choy,1.42,19.3
Parsnips,2.27,38.1
Orange,1.09,31.9
Carrots,1.26,39
Potatoes,0.86,33.1
Apricots,3.71,16.7
Tomatoes,3.16,25.5
Apples,1.88,22.6
Green beans,2.52,20.5
Tomatoes,3.16,13
Potatoes,0.86,12.9
Potatoes,0.86,39.5
Potatoes,0.86,26.3
Kale,5.02,9.5
Spinach,4.12,38
Green peppers,1.89,30.8
Coconuts,1.18,2.3
Orange,1.09,34.4
Carrots,1.26,38.8
Fava beans,2.69,8.3
Coconuts,1.18,3.3
Cherries,9.5,24.6
Red onion,0.78,9.7
Grapes,2.63,16.8
Eggplant,2.32,12
Lime,1.06,9.8
Carrots,1.26,29.7
Avocados,3.23,16.2
Lettuce,1.88,1.8
Ginger,5.13,34.1
Daikon,1.4,27.2
Tomatoes,3.16,21.9
Fava beans,2.69,5.8
Green beans,2.52,32.3
Asparagus,2.49,19.4
Grapefruit,0.76,0.5
Green peppers,1.89,31.4
Orange,1.09,27.3
Lettuce,1.88,2.5
Coconuts,1.18,27.2
Eggplant,2.32,9.3
Yellow peppers,2.87,0.7
Parsnips,2.27,3.2
Spinach,4.12,24.7
Cherries,9.5,5.6
Fava beans,2.69,40
Strawberries,4.4,29.6
Ginger,5.13,1.4
Ginger,5.13,15.7
Green peppers,1.89,1.9
Green peppers,1.89,30.6
Butternut squash,1.28,17.9
Potatoes,0.86,4.8
Grapes,2.63,24.7
Lime,1.06,1.5
Kale,5.02,33.1
Green peppers,1.89,32.2
Grapefruit,0.76,36.1
Papaya,1.34,37.9
Okra,2.26,24.8
Daikon,1.4,27.2
Okra,2.26,17.6
Garlic,1.19,36.3
Celery,3.07,8.1
Apples,1.88,28.5
